LineNum,Prices,Estimates,ClassicResidual,KalmanResidual,CorrectedKalmanResidual
117,92.0400000000,93.8403257246,-1.8004036840,-8496.5059188678,-8491.8756943712,
118,91.9400000000,92.0301638411,-0.0902504022,-425.1888062782,-288.4289608203,
119,89.3000000000,91.9301575877,-2.6302444319,-11794.2262315064,-11785.6785779337,
120,89.1200000000,89.2899475995,-0.1700445600,-760.1848754112,-739.5666478544,
121,88.7000000000,89.1099371143,-0.4100344507,-1819.7098085239,-1935.7697122009,
122,91.0400000000,88.6899102508,2.3499913620,10875.8549797287,10715.4759295515,
123,94.2400000000,91.0300748979,3.2098336993,15769.2920499183,15688.1338415447,
124,95.8000000000,94.2303334243,1.5695892725,7952.8828101035,7913.3947240059,
125,96.5400000000,95.7904810065,0.7494516152,3855.4436392325,3917.6707019586,
126,95.3700000000,96.5305571131,-1.1606188694,-5830.7007344372,-5915.3023888696,
127,96.9800000000,95.3604392100,1.6194898710,8404.6740686325,8396.1533796366,
128,97.1300000000,96.9705996773,0.1593415323,829.6563410401,723.5579731523,
129,99.1200000000,97.1206173372,1.9993252981,10853.2780527083,10870.8812832601,
130,98.7900000000,99.1108332250,-0.3208723102,-1729.7577203940,-1645.5606438613,
131,97.2500000000,98.7807966160,-1.5308391153,-7987.1837204639,-7978.0175848796,
132,97.0700000000,97.2406239798,-0.1706823930,-887.4011142582,-844.8749325941,
133,96.2700000000,97.0606067895,-0.7906667489,-4044.7560692543,-4045.7873456397,
134,96.2800000000,96.2605253310,0.0194074520,99.3196702609,143.1282933120,
135,95.4500000000,96.2705282106,-0.8205952048,-4130.9194461914,-4019.4284094212,
136,93.3500000000,95.4404473065,-2.0905215155,-10101.4430898123,-9925.3510239294,
137,90.0000000000,93.3402511362,-3.3403424323,-15163.8024170802,-15122.7520160945,
138,89.1800000000,89.9899757363,-0.8100891808,-3625.3271399959,-3660.3193002911,
139,89.8700000000,89.1699209544,0.6999617985,3171.0513726809,3170.5514435753,
140,89.8700000000,89.8599693099,0.0099167705,44.9349812139,105.8572160585,
141,88.6600000000,89.8599714068,-1.2000851760,-5324.6986615705,-5280.4340428737,
142,87.7700000000,88.6498910163,-0.8800108168,-3846.0265143562,-3845.5304497662,
143,87.7500000000,87.7598368956,-0.0099606054,-43.5260550005,-104.3617196526,
144,88.9700000000,87.7398378472,1.2300385124,5488.5531704539,5391.8023280061,
145,90.9100000000,88.9599144187,1.9499675828,8999.4163146313,8873.7144257671,
146,93.4100000000,90.9000454690,2.5098471237,12113.8953537672,12171.6161952944,
147,92.2900000000,93.4002348373,-1.1103252363,-5250.4205806610,-5155.1679047954,
148,90.4400000000,92.2801440395,-1.8402434780,-8418.1856099171,-8416.6618743105,
149,90.4000000000,90.4300036025,-0.0301166852,-137.6988000539,-161.9084201616,
