iteration,omega,theta,xi,rho,likelihood
976,0.569206,6.1037,0.938781,-0.190418,-32333.8
977,0.569206,6.1037,0.938781,-0.190418,-32333.8
978,0.569206,6.1037,0.938781,-0.190418,-32333.8
979,0.569206,6.1037,0.938781,-0.190418,-32333.8
980,0.569206,6.1037,0.938781,-0.190418,-32333.8
981,0.68733,7.28396,1.13617,-0.162792,-32330.5
982,0.378079,4.19399,0.619396,-0.235118,-32317.8
983,0.569206,6.1037,0.938781,-0.190418,-32333.8
984,0.496202,5.37425,0.816787,-0.207492,-32332
985,0.614326,6.55452,1.01418,-0.179866,-32333.3
986,0.572994,6.14154,0.945111,-0.189532,-32333.8
987,0.57017,6.11333,0.940392,-0.190193,-32333.8
988,0.570233,6.11395,0.940496,-0.190178,-32333.8
989,0.57023,6.11392,0.940492,-0.190179,-32333.8
990,0.57023,6.11392,0.940492,-0.190179,-32333.8
991,0.570231,6.11393,0.940493,-0.190179,-32333.8
992,0.570231,6.11394,0.940494,-0.190178,-32333.8
993,0.570231,6.11393,0.940493,-0.190179,-32333.8
994,0.570231,6.11393,0.940494,-0.190179,-32333.8
995,0.570231,6.11393,0.940493,-0.190179,-32333.8
996,0.570231,6.11393,0.940493,-0.190179,-32333.8
997,0.570231,6.11393,0.940493,-0.190179,-32333.8
998,0.570231,6.11393,0.940493,-0.190179,-32333.8
999,0.570231,6.11393,0.940493,-0.190179,-32333.8
1000,0.570231,6.11393,0.940493,-0.190179,-32333.8
1001,0.570231,6.11393,0.940493,-0.190179,-32333.8
1002,0.570231,6.11393,0.940493,-0.190179,-32333.8
1003,0.570231,6.11393,0.940493,-0.190179,-32333.8
1004,0.570231,6.11393,0.940493,-0.190179,-32333.8
1005,0.570231,6.11393,0.940493,-0.190179,-32333.8
1006,0.570231,6.11393,0.940493,-0.190179,-32333.8
1007,0.570231,6.11393,0.940493,-0.190179,-32333.8
1008,0.570231,6.11393,0.940493,-0.190179,-32333.8
1009,0.570231,6.11393,0.940493,-0.190179,-32333.8
1010,0.570231,6.11393,0.940493,-0.190179,-32333.8
1011,0.570231,6.11393,0.940493,-0.190179,-32333.8
1012,0.570231,6.11393,0.940493,-0.190179,-32333.8
1013,0.570231,6.11393,0.940493,-0.190179,-32333.8
1014,0.570231,6.11393,0.940493,-0.190179,-32333.8
1015,0.577449,6.22693,0.947353,-0.189554,-32334
1016,0.570231,6.11393,0.940493,-0.190179,-32333.8
1017,0.577449,6.22693,0.947353,-0.189554,-32334
1018,0.589128,6.40978,0.958452,-0.188544,-32334
1019,0.583451,6.32089,0.953056,-0.189035,-32334
1020,0.583451,6.32089,0.953056,-0.189035,-32334
1021,0.581158,6.285,0.950878,-0.189233,-32334
1022,0.585619,6.35485,0.955117,-0.188847,-32334
1023,0.583407,6.32021,0.953015,-0.189039,-32334
1024,0.583398,6.32007,0.953006,-0.18904,-32334
1025,0.583398,6.32007,0.953007,-0.18904,-32334
1026,0.583398,6.32008,0.953007,-0.18904,-32334
1027,0.583398,6.32007,0.953007,-0.18904,-32334
1028,0.583398,6.32007,0.953007,-0.18904,-32334
1029,0.583398,6.32007,0.953007,-0.18904,-32334
1030,0.583398,6.32007,0.953007,-0.18904,-32334
1031,0.583398,6.32007,0.953007,-0.18904,-32334
1032,0.583398,6.32007,0.953007,-0.18904,-32334
1033,0.583398,6.32007,0.953007,-0.18904,-32334
1034,0.583398,6.32007,0.953007,-0.18904,-32334
1035,0.583398,6.32007,0.953007,-0.18904,-32334
1036,0.583398,6.32007,0.953007,-0.18904,-32334
1037,0.583398,6.32007,0.953007,-0.18904,-32334
1038,0.583398,6.32007,0.953007,-0.18904,-32334
1039,0.583398,6.32007,0.953007,-0.18904,-32334
1040,0.583398,6.32007,0.953007,-0.18904,-32334
1041,0.583398,6.32007,0.953007,-0.18904,-32334
1042,0.587428,6.42507,0.964994,-0.175872,-32333.3
1043,0.576877,6.15019,0.933611,-0.210346,-32332.3
1044,0.583398,6.32007,0.953007,-0.18904,-32334
1045,0.580907,6.25519,0.945598,-0.197178,-32333.8
1046,0.584938,6.36018,0.957585,-0.18401,-32333.9
1047,0.583393,6.31994,0.952992,-0.189056,-32334
1048,0.583396,6.32001,0.953,-0.189047,-32334
1049,0.583396,6.32001,0.953,-0.189047,-32334
1050,0.583397,6.32003,0.953001,-0.189045,-32334
1051,0.583396,6.32002,0.953,-0.189047,-32334
1052,0.583396,6.32002,0.953,-0.189047,-32334
1053,0.583396,6.32001,0.953,-0.189047,-32334
1054,0.583396,6.32001,0.953,-0.189047,-32334
1055,0.583396,6.32001,0.953,-0.189047,-32334
1056,0.583396,6.32001,0.953,-0.189047,-32334
1057,0.583396,6.32001,0.953,-0.189047,-32334
1058,0.583396,6.32001,0.953,-0.189047,-32334
1059,0.583396,6.32001,0.953,-0.189047,-32334
1060,0.583396,6.32001,0.953,-0.189047,-32334
1061,0.583396,6.32001,0.953,-0.189047,-32334
1062,0.583396,6.32001,0.953,-0.189047,-32334
1063,0.583396,6.32001,0.953,-0.189047,-32334
1064,0.701519,7.50028,1.15039,-0.161421,-32330.8
1065,0.392268,4.4103,0.633614,-0.233747,-32318.2
1066,0.583396,6.32001,0.953,-0.189047,-32334
1067,0.510392,5.59057,0.831005,-0.206121,-32332.2
1068,0.628515,6.77083,1.0284,-0.178495,-32333.5
1069,0.587939,6.3654,0.960591,-0.187985,-32334
1070,0.585219,6.33823,0.956046,-0.188621,-32334
1071,0.585248,6.33852,0.956095,-0.188614,-32334
1072,0.585244,6.33848,0.956088,-0.188615,-32334
1073,0.585244,6.33848,0.956088,-0.188615,-32334
1074,0.585246,6.3385,0.956091,-0.188615,-32334
1075,0.585245,6.33849,0.956089,-0.188615,-32334
1076,0.585244,6.33848,0.956089,-0.188615,-32334
1077,0.585244,6.33848,0.956088,-0.188615,-32334
1078,0.585244,6.33848,0.956088,-0.188615,-32334
1079,0.585244,6.33848,0.956088,-0.188615,-32334
1080,0.585244,6.33848,0.956088,-0.188615,-32334
1081,0.585244,6.33848,0.956088,-0.188615,-32334
1082,0.585244,6.33848,0.956088,-0.188615,-32334
1083,0.585244,6.33848,0.956088,-0.188615,-32334
1084,0.585244,6.33848,0.956088,-0.188615,-32334
1085,0.585244,6.33848,0.956088,-0.188615,-32334
1086,0.585244,6.33848,0.956088,-0.188615,-32334
1087,0.585244,6.33848,0.956088,-0.188615,-32334
1088,0.585244,6.33848,0.956088,-0.188615,-32334
1089,0.585244,6.33848,0.956088,-0.188615,-32334
1090,0.585244,6.33848,0.956088,-0.188615,-32334
1091,0.585244,6.33848,0.956088,-0.188615,-32334
1092,0.585244,6.33848,0.956088,-0.188615,-32334
1093,0.585244,6.33848,0.956088,-0.188615,-32334
1094,0.585244,6.33848,0.956088,-0.188615,-32334
1095,0.585244,6.33848,0.956088,-0.188615,-32334
1096,0.585244,6.33848,0.956088,-0.188615,-32334
1097,0.585244,6.33848,1.95609,-0.188615,5315.95
1098,0.585244,6.33848,-0.661946,-0.188615,-31875.3
1099,0.585244,6.33848,0.956088,-0.188615,-32334
1100,0.585244,6.33848,0.338054,-0.188615,-32226
1101,0.585244,6.33848,1.33805,-0.188615,-20791.3
1102,0.585244,6.33848,0.649946,-0.188615,-32300.8
1103,0.585244,6.33848,1.05886,-0.188615,-32327.1
1104,0.585244,6.33848,0.929309,-0.188615,-32333.8
1105,0.585244,6.33848,0.950445,-0.188615,-32334
1106,0.585244,6.33848,0.951919,-0.188615,-32334
1107,0.585244,6.33848,0.95196,-0.188615,-32334
1108,0.585244,6.33848,0.951964,-0.188615,-32334
1109,0.585244,6.33848,0.951964,-0.188615,-32334
1110,0.585244,6.33848,0.95354,-0.188615,-32334
1111,0.585244,6.33848,0.95198,-0.188615,-32334
1112,0.585244,6.33848,0.951964,-0.188615,-32334
1113,0.585244,6.33848,0.951964,-0.188615,-32334
1114,0.585244,6.33848,0.951964,-0.188615,-32334
1115,0.585244,6.33848,0.951964,-0.188615,-32334
1116,0.585244,6.33848,0.951964,-0.188615,-32334
1117,0.585244,6.33848,0.951964,-0.188615,-32334
1118,0.585244,6.33848,0.951964,-0.188615,-32334
1119,0.585244,6.33848,0.951964,-0.188615,-32334
1120,0.585244,6.33848,0.951964,-0.188615,-32334
1121,0.585244,6.33848,0.951964,-0.188615,-32334
1122,0.585244,6.33848,0.951964,-0.188615,-32334
1123,0.585244,6.33848,0.951964,-0.188615,-32334
1124,0.585244,6.33848,0.951964,-0.188615,-32334
1125,0.598412,6.54463,0.964478,-0.187476,-32333.8
1126,0.563939,6.00493,0.931717,-0.190458,-32333.3
1127,0.585244,6.33848,0.951964,-0.188615,-32334
1128,0.577106,6.21108,0.944231,-0.189319,-32333.9
1129,0.590274,6.41722,0.956744,-0.18818,-32334
1130,0.585964,6.34975,0.952649,-0.188553,-32334
1131,0.585907,6.34886,0.952594,-0.188558,-32334
1132,0.585902,6.34878,0.95259,-0.188558,-32334
1133,0.585902,6.34878,0.95259,-0.188558,-32334
1134,0.585902,6.34878,0.95259,-0.188558,-32334
1135,0.585651,6.34485,0.952351,-0.18858,-32334
1136,0.585806,6.34728,0.952498,-0.188566,-32334
1137,0.585866,6.34821,0.952555,-0.188561,-32334
1138,0.585888,6.34856,0.952576,-0.188559,-32334
1139,0.585897,6.3487,0.952585,-0.188559,-32334
1140,0.5859,6.34875,0.952588,-0.188558,-32334
1141,0.585901,6.34877,0.952589,-0.188558,-32334
1142,0.585902,6.34878,0.952589,-0.188558,-32334
1143,0.585902,6.34878,0.95259,-0.188558,-32334
1144,0.585902,6.34878,0.952589,-0.188558,-32334
1145,0.585902,6.34878,0.95259,-0.188558,-32334
1146,0.585902,6.34878,0.95259,-0.188558,-32334
1147,0.585902,6.34878,0.95259,-0.188558,-32334
1148,0.585902,6.34878,0.95259,-0.188558,-32334
1149,0.585902,6.34878,0.95259,-0.188558,-32334
1150,0.585902,6.34878,0.95259,-0.188558,-32334
1151,0.585902,6.34878,0.95259,-0.188558,-32334
1152,0.585902,6.34878,0.95259,-0.188558,-32334
1153,0.585902,6.34878,0.95259,-0.188558,-32334
1154,0.585902,6.34878,0.95259,-0.188558,-32334
1155,0.585902,6.34878,0.95259,-0.188558,-32334
1156,0.585902,6.34878,0.95259,-0.188558,-32334
1157,0.585902,6.34878,0.95259,-0.188558,-32334
1158,0.585902,6.34878,0.95259,-0.188558,-32334
1159,0.585902,6.34878,0.95259,-0.188558,-32334
1160,0.585902,6.34878,0.95259,-0.188558,-32334
